番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
97,"2024年12月19日","熊本県","ＨＰ","ホンダ","2024/04","8BJ-JA59","スーパーカブ１１０","3,031 Km","JA59E","制動装置","購入後１０００ｋｍを超えたあたり","通常走行時に前ブレーキのディスクが異常過熱して振動と焦げ臭さを感じる。"
98,"2024年12月18日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/01","DAA-GFC27","セレナ","61,300 Km","MR20-SM24","エンジン","２０２４年１１月","インジェクター不良により、エンジンがかかりにくくなると共に警告灯が点灯した。"
99,"2024年12月18日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/01","DBA-E12","ノート","56,400 Km","HR12","エンジン","２０２４年８月","使用中にチェックランプが点灯したため、整備工場に入庫した結果、エンジンルーム　コントロールユニット不良ということで交換することになった。"
100,"2024年12月18日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","その他","2024/11","C2","福田国際　ＳＷＩＦＴ　ＨＯＲＳＥ　Ｋ２","","","電動機(モーター)","","駆動バッテリーの鍵穴と車体の穴が合っておらず、バッテリーが装着できない。"
101,"2024年12月18日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","その他","2024/11","C2","福田国際　ＳＷＩＦＴ　ＨＯＲＳＥ　Ｋ２","","","車枠・車体","","サドルの溶接が部分的かつ土台から２ｍｍほど浮き上がっている。"
102,"2024年12月18日","東京都","ＨＰ","ニッサン","2023/07","ZAA-FE0","アリア","20,000 Km","AM67","電動機(モーター)","２０２３年１０月","エンジン始動直後にアクセルペダルを踏んでもゆっくりしか動かない。何度か踏み直すと正常に戻る。"
103,"2024年12月18日","沖縄県","ＨＰ","スズキ","","JBK-CH41A","バーグマン","14,000 Km","H405","その他","２０２４年リコール対応後","燃料ポンプのリコール後、燃料の残り１メモリや点滅後に満タン給油してもメーターが満タン表示されない。２、３日走行、段差等を走行後メーターが適正残量に表示される、一度リコール対応店に点検してもらったが改善しない。"
104,"2024年12月18日","岐阜県","ＨＰ","ニッサン","2024/03","6AA-SNT33","エクストレイル","6,048 Km","KR15-BM46-MM48","制動装置","２０２４年４月","オートホールドＯＮ時、エンジンを始動し、ブレーキペダルを踏みＤレンジに入れ、電子ブレーキを解除してブレーキペダルを戻そうとした際にガガガと異音が発生した。　数回にわたりディーラーに修理依頼を行ったが改善されず再発している。"
105,"2024年12月18日","東京都","ＨＰ","カワサキ","2024/10","8BL-ZX400P","Ｎｉｎｊａ　ＺＸ－４Ｒ","","ZX400PE","エンジン","２０２４年１０月","山道を走行し市街地（平坦）走行になった際に、発進時の低速時にエンジン回転数が上がらず、息継ぎするような不安定な状態となりエンストしそうになった。"
106,"2024年12月18日","長野県","ＨＰ","トヨタ","2017/06","DBA-M900A","タンク","100,100 Km","1KR","エンジン","２０２３年１月頃","登坂時、高速道路合流時等にエンジンルームより異音とジャダーが発生する。"
107,"2024年12月18日","長崎県","ＨＰ","マツダ","2019/05","6BA-BP5P","ＭＡＺＤＡ３","36,000 Km","P5","乗車装置","２０２４年６月","後部座席のシートベルトが伸びたまま縮まらなくなった。"
108,"2024年12月17日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/01","6BA-JF4","Ｎ－ＢＯＸ","20,955 Km","S07B","エンジン","","ＰＧＭ－ＦＩ警告灯が頻繁に点灯する。エンジンブレーキのような出力低下の症状が出ることもある。"
109,"2024年12月17日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2024/09","3CA-KH3R3P","ＣＸ－６０","","T3-MR","車枠・車体","","サスペンションの動きが悪く、７０～８０ｋｍ／ｈで段差を通過してしまうと、乗員が車室内で跳ねてしまう。また４輪のバランスが悪く船のように揺れる。"
110,"2024年12月17日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2018/02","DBA-B21A","デイズ　ルークス","25,500 Km","3B20","乗車装置","２０２４年７月８日","対向車線から車がセンターラインを越えてきて自車と衝突する事故となり、車両は全損、運転者がろっ骨骨折、助手席乗員が打撲を負う規模の事故となったが、エアバッグが開いていなかった。"
111,"2024年12月17日","静岡県","ＨＰ","三菱","1997/03","KC-629F","ふそうエアロミディ","","6D17","動力伝達","","上り坂走行中、アクセルを吹かすも全く走行できず、失速した。"
112,"2024年12月17日","高知県","ＨＰ","スズキ","2016/05","ABA-DA17W","エブリイ","107,000 Km","R06A","エンジン","２０２４年１２月１日","ピストンフラップ音がするのでシリンダーの点検をしたところ、ピストン、シリンダーに限度を超えた傷があった。"
113,"2024年12月17日","愛知県","ＨＰ","トヨタ","2023/07","6AA-MXWH60","プリウス","","M20A-1VM","電気装置","","新車購入してから４回もバッテリー上がりが発生した。"
114,"2024年12月17日","岐阜県","ＨＰ","マツダ","2023/02","3DA-KH3P","ＣＸ－６０","14,500 Km","T3","動力伝達","２０２４年３月から","初期は十分暖機された状態でエンジンを始動するとトランスミッションからガチャンとかなり大きい音がしていた。最近では暖機時、冷機時関係なく始動時に音がするようになった。"
115,"2024年12月17日","神奈川県","ＨＰ","ホンダ","","DBA-JG1","Ｎ－ＯＮＥ","","S07A","保安灯火","２０１４年１１月頃","左前席ドアガラスのＵＶコーティングが劣化し剥離した。"
116,"2024年12月17日","鳥取県","ＨＰ","スズキ","2018/09","DAA-MR41S","ハスラー","50,000 Km","R06A-WA04A","保安灯火","","ハイマウントストップランプのパッキン不良により雨漏りした。"
117,"2024年12月17日","兵庫県","ＨＰ","カワサキ","2023/10","8BL-ZR900B","Ｚ９００","","ZR900BE","かじ取り","２０２４年１１月","Ｕターンをする時ハンドルを右にフルロックすると手首がタンクにあたりスロットルがひねれない。ハンドルに左右差がある。"
118,"2024年12月17日","福岡県","ＨＰ","トヨタ","2024/03","6AA-MXPL10G","シエンタ","8,342 Km","M15A-1NM","車枠・車体","２０２４年６月","雨の日、運転先側のドアに水が溜まり、ドアをあけると、ドアの底面から水が噴出する。"
119,"2024年12月16日","沖縄県","電話","スズキ","2024/02","5AA-MK94S","スペーシア","","R06D-WA04C","車枠・車体","","コーティングしているのに１年たたずに４カ所で塗装浮きした。"
120,"2024年12月16日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2015/06","DBA-MK32S","スペーシア","","R06A","保安灯火","","ヘッドライトの配線が焼損した。"
121,"2024年12月16日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2024/07","5LA-GN0W","アウトランダーＰＨＥＶ","5,000 Km","4B12-S91-YA1","その他","２０２４年８月","カーナビゲーションの住所設定が出来なくなることがある。一度本体の交換を行っているが、その後も再発した。"
122,"2024年12月16日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2020/10","EBD-DA16T","キャリイ","40,000 Km","R06A","車枠・車体","","急ブレーキをかけると、車体が左右に振れる。"
123,"2024年12月16日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2020/03","ABA-GACHZ","アウディ　Ｑ２　１．０Ｔ","10,300 Km","CHZ","制動装置","","車庫入れ時にブレーキ周りから金属がこすれる異音が発生した。"
124,"2024年12月16日","岐阜県","ＨＰ","ニッサン","2014/02","DBA-NT32","エクストレイル","42,000 Km","MR20","エンジン","２０２４年１１月２４日","走行中に突然エンジン回転数が急激に上がり、それ以降アクセルを開けてもスピードが上がらなくなり、エンジンの警告灯が点いて動かなくなった。ディーラーで確認したところ、コンピューター系統の故障と診断された。"
125,"2024年12月16日","岐阜県","ＨＰ","ホンダ","2019/03","6AA-RT5","ＣＲ－Ｖ","42,446 Km","LFB-H4","制動装置","２０２４年１１月２７日　２０２４年１１月","メーターパネルに「パーキングブレーキシステム点検」と出てパーキンブレーキが解除出来なくなったため、レッカー搬送をした。ディーラーで確認したところ、テスターでブレーキスイッチの不良が確認され「ＥＰＢ＆ブレーキスイッチＡＳＳＹ」を交換した。"
126,"2024年12月16日","埼玉県","ＨＰ","トヨタ","2007/10","DBA-ZRR70W","ヴォクシー","148,100 Km","3ZR","乗車装置","２０２４年１２月１６日","ドアの隙間に手が入ってしまい、チャイルドロックを子どもが中から外せてしまう。"
127,"2024年12月16日","埼玉県","ＨＰ","トヨタ","2008/07","DBA-ZRR70W","ノア","116,200 Km","3ZR","乗車装置","２０２４年１２月１６日","ドアの隙間に手が入ってしまい、チャイルドロックを子どもが中から外せてしまう。"
128,"2024年12月16日","栃木県","ＨＰ","ホンダ","2016/02","DAA-FR4","ＪＡＤＥ","56,000 Km","LEB-H1","保安灯火","２０２４年８月","運転席側ドアガラスのＵＶクリアコーティング（紫外線吸収膜）が劣化して白く光る点傷や擦り傷となり、日に日に大きくなり視認性が悪くなっている。"
129,"2024年12月16日","千葉県","ＨＰ","トヨタ","2019/07","6AA-AXAH54","ＲＡＶ４","57,800 Km","A25A-3NM-4NM","車枠・車体","２０２４年７月頃","洗車でルーフレール後方に水を当てると、車内の内張り（ルーフレールの後方部）に水のシミできてしまう。"
130,"2024年12月15日","広島県","ＨＰ","トヨタ","2024/10","5BA-M900A","ルーミー","","1KR","走行装置","２０２４年１２月１５日","新しいルーミーにこれまでのルーミーに使っていたスタッドレスタイヤをつけようとしたが、電動駐車ブレーキがホイルバランスの鉛に干渉して使えなかった。ハブボルトも６山しか掛からず短い。"
131,"2024年12月14日","東京都","ＨＰ","スバル","2014/07","DBA-VM4","レヴォーグ","100,332 Km","FB16","保安灯火","２０２４年１０月頃","運転席ドアの窓ガラスが白濁し、外部からの光の加減で視界が確保できなくなる。"
