番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
89,"2023年04月19日","愛知県","ＨＰ","スズキ","2015/08","DBA-MH34S","ワゴンＲ","10,300 Km","R06A","保安灯火","数日前","左サイドミラーが格納できなくなった。"
90,"2023年04月19日","滋賀県","ＨＰ","トヨタ","2009/07","DBA-ACR50W","エスティマ","150,000 Km","2AZ","動力伝達","２０２３年２月１１日","ＣＶＴの不具合により、異常な振動が発生し、走行不能になった。"
91,"2023年04月19日","茨城県","ＨＰ","ボルボ","2021/10","5AA-UB420TXCMA","ボルボ　ＸＣ６０","20,926 Km","B420T2-3330","電気装置","２０２２年１２月、２０２３年１月３１日、","走行中に「安全に停車してください　１２Ｖバッテリーに重大な充電不良」と警告メッセージが出て、その後アクセルペダルを踏んでも加速せず、エンジンが停止してハザードもつかなくなり、電気系統がすべて機能しなくなった。"
92,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","動力伝達","２０２３年４月９日","減速時の変速制御不良があり、ディーラーでリプログラムを適用してもらったところ、しばらくして、エンジンを始動から２秒程度後に「ボン」という音とショックが発生するようになった。また、遠出で高速道路を走行中にエンジンシステム異常のメッセージが出た。"
93,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","車枠・車体","","電動がトランクがスイッチを押してもピピピとエラーがなり、開かなかったことがある。"
94,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","排ｶﾞｽ･騒音","","１２００ｋｍで１か月点検を受けた際に、走行距離に対してＤＰＦの再生処理履歴のつじつまが合わない状態になっていると告げられた。"
95,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","その他","","オドメーター・トリップメーターが同じ距離を積算せず、表示距離がズレていく。ディーラーへ確認したところ、両メーターは演算ロジックが違うと言われた。"
96,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","その他","","先進運転支援システム（ＡＤＡＳ）の前方検知が不適切なため、カーブにおいて隣車線の車両を検知し、衝突被害軽減ブレーキがかかる。"
97,"2023年04月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","1,300 Km","T3-MR","制動装置","","駐車時の後方衝突防止の制御不良で、後方の障害物との間隔が十分にあるのにブレーキがかかり車が止まる。"
98,"2023年04月19日","広島県","電話","マツダ","2020/04","3DA-KG2P","ＣＸ－８","19,023 Km","SH","制動装置","","ブレーキ警告灯が点灯したため整備工場へ修理を依頼したところ、リヤブレーキキャリパからブレーキオイルが漏れていた。"
99,"2023年04月18日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2002/01","KH-KDJ95W","ランドクルーザープラド","162,000 Km","1KD","制動装置","２０２２年４月１４日","走行中に突然ＡＢＳ警告灯の点灯と警報音が鳴り、ブレーキが効かなくなった。ディーラーで確認したところブレーキブースターの不良と診断された。"
100,"2023年04月18日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2012/06","DBA-ZD72S","スイフト","81,700 Km","K12B","エンジン","２０２２年１１月２９日","電気系統の不良により、メーターパネルに警告が点き、スピードが出なくなった。ディーラーでリセットや修理を行っているが再発している。"
101,"2023年04月18日","東京都","ＨＰ","プジョー","2017/02","ABA-T95G05","３０８","23,687 Km","5G05","燃料装置","２０２３年３月１２日","海底トンネルを抜ける登り坂で突然、警告灯が点灯し、アクセルペダルを踏むと車体がガタガタと大きく揺れ、エンストする寸前の状態になった。ディーラーで確認をした結果、燃料パイプコネクタを外した際にガソリンの流出が有り、キャニスター内にも若干のガソリン溜まりがあるとのことで、フューエルタンク及びキャニスターの交換が必要と診断された。"
102,"2023年04月18日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/01","5AA-MR92S","ハスラー","10,000 Km","R06D-WA04C","動力伝達","２０２３年４月８日","駐車場で低速進入していたところ、突然エンジンが高回転になり、車が急発進したため、ブレーキが間に合わず盛り土に激突して横転した。"
103,"2023年04月18日","新潟県","電話","ダイハツ","2012/05","DBA-LA100S","ムーヴ","130,000 Km","KF","乗車装置","","後席シートベルトのバックルが座席下に落ちやすい。一度落ちると取るのに３０分以上かかる。"
104,"2023年04月18日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2016/06","ABA-A9HN01","２０８","54,900 Km","HN01","エンジン","２０２３年４月","走行中にエンジンチェックランプが点灯した。"
105,"2023年04月18日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/03","6AA-GR3","フィット　ＲＳ","","LEB-H5","かじ取り","購入直後から","電子制御の不良によりパワーステアリングの効きが弱くなることがあり、ハンドル操作が重くなり、力の弱い人だと操作が遅れがちになってしまう。"
106,"2023年04月18日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2012/09","LDA-KE2FW","ＣＸ－５","80,000 Km","SH","制動装置","２０２２年３月１０日","国４２４２のリコールでバキュームポンプの交換を済ませている車において、走行中に警告灯が点灯し、販売店に行くようにとのメッセージが出た。ディーラーで確認したところバキュームポンプの交換を推奨された。"
107,"2023年04月18日","北海道","ＨＰ","フォルクスワーゲン","2021/11","3BA-5NDNFF","ティグアンＲ　２．０／２３５ｋＷ","18,000 Km","DNF","電気装置","２０２３年２月ごろから","使用中にｔｒａｖｅｌ　ａｓｓｉｓｔエラーが頻繁に起きるようになった。ディーラーでエラーチェックをしてもらったところ、過去に１００回以上のエラーがステアリングのボタン辺りで不具合が発生していると確認され、ボタンの取り換えが必要だと診断された。"
108,"2023年04月18日","石川県","電話","スズキ","2020/01","ABA-DA17W","エブリイワゴン","58,000 Km","R06A","保安灯火","","ヘッドライトが切れたため、バルブを交換しようとしたところ、バルブの根元が溶損・焦げていて、バルブが外せない。"
109,"2023年04月18日","富山県","ＨＰ","ＢＭＷ","2022/04","2BL-F90AA","ＢＭＷ　Ｆ９００　Ｒ","2,000 Km","A24A09A","保安灯火","２０２２年５月","ヘッドライト内が結露をおこし曇ってしまう。"
110,"2023年04月17日","愛知県","ＨＰ","トヨタ","2022/11","6AA-MXPL10G","シエンタ","110 Km","M15A-1NM","動力伝達","２０２２年１２月１０日","エンジンが自動的に再始動するタイミングで、リバースへのシフト操作をするとエンジンルーム付近から極めて大きな異音が発生した。"
111,"2023年04月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/08","4AA-B35W","ｅＫクロス","5,300 Km","BR06-SM21","その他","２０２３年４月１７日","ＭＩパイロットの警告灯が出て、ＡＤＡＳが使えない状態になった。ディーラーによるとカメラとコンピューターが壊れていて、全て交換が必要と言われている。"
112,"2023年04月17日","大阪府","ＨＰ","プジョー","2017/10","LDA-W2AH02","５０８","51,000 Km","AH02","排ｶﾞｽ･騒音","２０２３年４月２日","ＳＥＲＶＩＣＥランプ、ｕｒｅａマーク、エンジンマークの点灯及び警告音が発生した。ディーラーでシステムのリセットをしたが再発した。"
113,"2023年04月17日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","LDF-KDH206V","レジアスエース","","1KD","車枠・車体","","車両の前後が水平でなく、前上がり、後ろ下がりになっている。"
114,"2023年04月17日","神奈川県","ＨＰ","トヨタ","2022/11","3BA-AGH30W","アルファード","","2AR","その他","２０２３年４月１４日","左側の泥よけタイヤハウスのリベットを３つを外すだけでバンパーが外れ、且つ、ライトシステム後ろのＣＡＮ信号コネクタが簡単に外れるため、ＣＡＮインベーダーによる施錠やエンジン始動などが出来、盗難され易い。"
115,"2023年04月17日","愛知県","ＨＰ","その他","","","ＥＶ－ＬＡＮＤ　ＺＩＮＭＡ","645 Km","","電動機(モーター)","２０２３年４月４日","家庭用１００Ｖ電源で１時間ほど充電したところ、充電ケーブルの車両との接続部が溶損した。"
116,"2023年04月16日","愛知県","24時間電話","テスラ","2018/06","不明","モデルＸ","4,100 Km","L2S-L1S","電気装置","２０２３年４月１５日","車に乗ろうとしたがドアが開かなかった。その３分後に急にドアが開き　車に乗り込んだがセンターディスプレイが表示がおかしかった。車は動き出したので、車庫から数メートル出して左折しようとしたところ、急にディスプレイ関係が全て消えた。"
