番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
99,"2022年12月20日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2015/11","DBA-BM5FP","アクセラ","24,700 Km","P5","エンジン","２０２２年１２月１８日","高速道路の出口の下り坂で信号待ち後、発進しようとした際にアクセルを操作しても加速せず、ハンドルも重いまま坂を下ってしまい、交差点中央で止まった。停止後、車の電源を切って、再始動したところ、エンジンはかかったが、交差点の中央が登坂になっていたことで今度は車が後ろへずり下がってしまい、後続車と接触してしまった。"
100,"2022年12月20日","愛知県","ＨＰ","ホンダ","2018/02","DAA-GP7","ＳＨＵＴＴＬＥ","97,525 Km","LEB-H1","動力伝達","２０２０年１２月頃くらい","高速走行中左側ミッション付近から異音が出だした。通常走行中ギクシャクした走り方をする。変速ショックが出る。"
101,"2022年12月20日","東京都","ＨＰ","ボルボ","2013/12","CBA-DB4204TXC","ボルボ　ＸＣ６０","66,200 Km","B4204T","動力伝達","２０２２年１２月１８日","エンジンを始動後、ギアをドライブに入れても車が走行せず、パネルにはトランスミッションセイノウテイカの表示が出た。エンジンを再始動したところ現象が消えた。"
102,"2022年12月19日","東京都","ＨＰ","ニッサン","2022/06","6AA-FE13","ノート　オーラ","3,587 Km","HR12-EM47","その他","２０２２年１２月１８日","高速道路をクルーズコントロールで走行し、ＥＴＣゲートが近づき自動で穏やかな減速を始めたため、クルーズコントロール走行を終わらせてさらに減速するために一瞬ブレーキペダルをポンと踏んだところ、クルーズコントロールの制御が終わり、アクセル開度と車速が一致するはずのところ、突然急加速をした。２度にわたりブレーキペダルを踏んだところ減速した。"
103,"2022年12月19日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/03","6AA-ZWE211","カローラ","2,800 Km","2ZR-1NM","かじ取り","２０２２年１１月初め","ステアリングコラム不良により、異音と共にハンドルが重たい症状が出た。ディーラーに申告したところ、電動パワーステアリングコラムＡＳＳＹの交換になった。"
104,"2022年12月19日","兵庫県","ＨＰ","ニッサン","2011/02","DBA-NC26","セレナ","122,000 Km","MR20","動力伝達","２０２２年１２月１８日","バイパスを走行していて、渋滞に巻き込まれてから数分後、エンジンの振動が少し大きくなったと思ったとたん、メーターパネル内のアイドリングストップ警告灯（緑色）が点滅し、その直後に、アクセルを踏んでも前に進もうとせず、エンジン回転数だけが少し上がるような挙動になり、全く駆動が伝わらず、前にも後ろにも進まなくなってしまった。"
105,"2022年12月19日","千葉県","ＨＰ","ＢＭＷ","2015/07","LDA-WY20","ＢＭＷ　Ｘ３　ｘＤｒｉｖｅ　２０ｄ","62,000 Km","N47D20C","乗車装置","購入後１年程度してから（２０２１年６月）","アイドリングで駐車中、ドアを開けた途端にバックドアゲートが勝手に全開となったり、駐車場でドアロックを解除してドアを開けたら、勝手にバックドアゲートが開いて駐車場後部壁にぶつかって止まるなど、自身の操作とは別に勝手にリアバックドアが開く。"
106,"2022年12月19日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/07","DBA-GB5","ＦＲＥＥＤ","67,000 Km","L15B","エンジン","１年目、３年目","信号待ち等に異常な揺れが発生するようになった。ディーラーで確認したところ、エンジン内部に煤が蓄積したことによる失火と診断され、１年点検時に清掃等の整備を行ったが、３年目に再発した。"
107,"2022年12月19日","愛知県","ＨＰ","スズキ","2021/08","3BA-JB74W","ジムニー","9,000 Km","K15B","動力伝達","２０２２年８月より","１速で加速時に下回りからググッと異音がする。"
108,"2022年12月19日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/06","DAA-MA36S","ソリオバンディット","163,000 Km","K12C-WA05A","緩衝装置","２０２２年","車体が傾いていたため、整備工場で見てもらったところ、サスペンションスプリングが折れていた。"
109,"2022年12月19日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2016/06","ABA-A9HM01","２０８","14,000 Km","HM01","車枠・車体","２０２２年１２月１８日","バイパス路を走行中、リアルーフスポイラーカバーが外れてどこかに飛んで行ってしまった。"
110,"2022年12月19日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2015/07","EBD-DA17V","エブリイ","78,300 Km","R06A","制動装置","２０２１年８月１６日","首都高速を走行中、大型トレーラーを追い越そうとした際に、車が流れだした。ブレーキをかけたところ、ガガガとＡＢＳのような音がし、正常にブレーキがかからなかったため、ブレーキペダルを踏みなおしたが、ブレーキは効かず、ハンドル操作も効かずに中央分離帯に衝突した。"
111,"2022年12月19日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/06","5BA-LA350S","ミライース","5,700 Km","KF","制動装置","","駐車ブレーキが効かない。"
112,"2022年12月19日","佐賀県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2020/01","EBD-S510P","ハイゼット　トラック","19,000 Km","KF","走行装置","２０２２年１２月","８０００ｋｍでタイヤが摩耗し交換したが、１９０００ｋｍでまたタイヤが摩耗し交換が必要と言われた。"
113,"2022年12月19日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/07","3DF-GDH206V","ハイエース","","1GD","車枠・車体","","フレームの付け根の狂いにより、リーフスプリングの付け根が車体に対して中央に取り付けられず、車軸が全体として右に寄っている。"
114,"2022年12月19日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/03","LDF-KDH206V","ハイエース","","1KD","車枠・車体","","フレームの付け根の狂いにより、リーフスプリングの付け根が車体に対して中央に取り付けられず、車軸が全体として右に寄っている。"
115,"2022年12月19日","千葉県","ＨＰ","トヨタ","2022/12","3BD-S700M","ピクシスバン　クルーズターボ","75 Km","KF","かじ取り","２０２２年１２月１０日","走行時に１１時または１時方向にハンドルを切り手を離すと中立位置に復元せず曲がり続ける。ブレーキペダルを踏んでも復元せず曲がりながら停止する。"
116,"2022年12月19日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2021/10","6AA-RV5","ＶＥＺＥＬ","","LEC-H5","電気装置","１年２か月の間に","１年２か月の間に４回バッテリーが上がっている。"
117,"2022年12月19日","北海道","ＨＰ","ＢＭＷ","2016/12","DBA-4D20","ＢＭＷ　４３０ｉ　グランクーペ","93,638 Km","B48B20A","エンジン","２０２２年１２月２２日","運転中、冷却水不足の警告が出た後にオーバーヒートの警告が出た。ディーラーで、オイルフィルターハウジング破損による冷却水漏れと診断された。"
118,"2022年12月19日","東京都","ＨＰ","ボルボ","2013/05","DBA-MB5204T","ボルボ　Ｖ４０クロスカントリー","84,000 Km","B5204T","制動装置","２０２２年１２月１７日","車をバックで出す際にブレーキが効かなかった。慌ててサイドブレーキを引き上げてシフトをパーキングに戻す。そのままブレーキを２、３回踏み直すがやや重い感じで、再び同じ動作を繰り返したところブレーキ異常の警告が点灯した。"
119,"2022年12月19日","神奈川県","ＨＰ","ランドローバー","2015/12","ABA-LW3SA","レンジローバースポーツ","45,000 Km","306PS","電気装置","７月１０日","バッテリーがオールアウトし、ＪＡＦによる通電で車両が全焼した。"
120,"2022年12月18日","京都府","ＨＰ","ＤＳ","2021/12","ZAA-D34ZK01","ＤＳ　３　クロスバック　Ｅ－ＴＥＮＳＥ","2,500 Km","ZK01","電気装置","２０２２年１０月ごろ","一般道走行中に自動ブレーキ故障・ディスタンスアラート故障と警告が表示された。ディーラーでＡＤＡＳ用のカメラの故障コードが確認出来たとのことでカメラ交換作業を実施することになった。"
121,"2022年12月18日","京都府","ＨＰ","プジョー","2019/05","LDA-T9YH01","３０８","10,100 Km","YH01","排ｶﾞｽ･騒音","２０２２年１１月","特に前兆など無い状態で走行中にエンジン故障警告・アドブルー警告が表示された。ディーラーで尿素ポンプの故障が原因と診断された。"
122,"2022年12月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2012/01","DAA-ZVW30","プリウス","120,000 Km","2ZR-3JM","エンジン","２０２２年１１月","エンジンがかからなくなった。ディーラーで原因不明と言われ、いまだにエンジンがかからない。"
123,"2022年12月17日","長野県","ＨＰ","フォルクスワーゲン","2014/05","DBA-AUCPT","ＶＷゴルフ　１．４／１０３ｋＷ","73,420 Km","CPT","保安灯火","２０２２年１２月１４日","左側のドアミラーの鏡の部分が、ドアを動かしたら落下した。"
124,"2022年12月17日","愛知県","ＨＰ","トヨタ","2018/03","DBA-ZSU60W","ハリアー","54,000 Km","3ZR","車枠・車体","２０２２年１１月末日","バンパーが重すぎるためバンパーの接続部分に亀裂が入ってどんどん広がっていく。"
125,"2022年12月17日","愛知県","ＨＰ","プジョー","2014/12","ABA-W2W5G01","５０８","36,000 Km","5G01","保安灯火","２０１８年、２０１９年、２０２２年","ボタンで窓を開けて、閉めた際にガリガリという音がして窓ガラスが落ちた。２０１８年４月に運転席側の後部座席、２０１８年７月に運転席、２０１９年１２月に助手席側の後部座席、２０２２年１２月１２か月点検時にまた運転席側の後部座席の窓ガラスが窓落ちした。"
126,"2022年12月17日","茨城県","ＨＰ","アウディ","2015/06","DBA-4GCGWB","アウディ　Ａ６　オールロード","64,958 Km","4GCGWB","動力伝達","２０２２年１１月２０日","トランスミッションの異常により低速走行中に急減速や急加速が発生するとともに停止後に発進できない、もしくは停止直前に急加速する。プログラム更新したが依然エラーログが出た。"
127,"2022年12月16日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2022/06","5AA-LB420TXCM","ＸＣ９０　Ｂ６ＡＷＤ　Ｒデザイン","","B420T-3330","保安灯火","購入後間もなくから","ワイパーを作動させても雨滴が残り視界が確保されない。"
128,"2022年12月16日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","-","ジムニー","","","エンジン","２０２０年、２０２２年","ターボチャージャーからオイル漏れがあり、修理を受けたが、２年後に再発した。"
