番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
98,"2025年10月22日","東京都","ＨＰ","ヒョンデ","2022/07","ZAA-NE2LRG","ＩＯＮＩＱ５","9,648 Km","EM17","電動機(モーター)","新車購入時より","ワンペダルによる走行で信号停車後、後ろに下がったり、数メートル前に進んだりする。"
99,"2025年10月21日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2018/08","ABA-AWCHZ","ポロ　１．０／７０ｋＷ","40,000 Km","CHZ","エンジン","２０２５年１０月","走行中に異音が出たため、整備工場で確認した結果、エンジンの可変バルブタイミング装置のボルトが１本無くなっており、もう一本は緩んでいる状態が確認された。"
100,"2025年10月21日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2022/06","3DA-P87AH01","５００８","14,200 Km","AH01","エンジン","購入間もなくから","徐行をした時などにエンストする。販売店で修理を繰り返しているが、解消しない。"
101,"2025年10月21日","岐阜県","ＨＰ","トヨタ","2020/11","4BA-GXPA16","ＧＲヤリス","14,000 Km","G16E","保安灯火","２０２５年８月","運転席ドアガラス内側コーティングがクレーター状（２～３ミリ×１０数カ所）に剥がれた様になった。唾の飛沫と思いガラスクリーナーで拭き取ろうとしたが改善されず、後に陥没していることが判明した。"
102,"2025年10月21日","静岡県","ＨＰ","スズキ","","8BK-EL11L","Ｖストローム２５０ＳＸ","","EJA1","制動装置","２０２５年９月","フロントブレーキディスクが歪み、ジャダーが発生する。"
103,"2025年10月21日","神奈川県","ＨＰ","メルセデス・ベンツ","2025/02","3CA-214204C","Ｅ２２０ｄステーションワゴン","4,300 Km","654M-EM0023","乗車装置","２０２５年６月","荷物を積もうとリアゲートを開けたところ、ガスダンパーが突然外れ、リアゲートが閉まりだした。ガスダンパーが車両に挟まれて傷が付くのを止めようとしたところ、安全装置が作動せずにモーターの力で閉まり続けたため、左腕肘を負傷した。"
104,"2025年10月21日","福岡県","ＨＰ","ニッサン","2023/02","6AA-T33","エクストレイル","21,598 Km","KR15-BM46","制動装置","２０２５年４月２６日","運転中に衝突防止システムのシステム故障の警告が複数回出た。"
105,"2025年10月21日","神奈川県","ＨＰ","ＴＭＴ","2022/07","3DF-GUN125","ハイラックス","44,751 Km","2GD","動力伝達","２０２５年５月","トランスファー切り替えスイッチを操作しても４ＷＤへの切り替えが完了せずインジケーターが点滅したままになる。"
106,"2025年10月20日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2023/10","5BA-LA650S","タント　カスタム","","KF","動力伝達","","エンジン始動後、ＰレンジからＲレンジやＤレンジにシフトを入れるとガコンと大きな衝撃がある。オイル交換やＣＶＴ交換を行ったが解消しない。"
107,"2025年10月20日","山口県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/07","6BA-JH3","Ｎ－ＷＧＮ","34,000 Km","S07B","制動装置","２０２５年１０月６日","電動駐車ブレーキが解除されなくなり、動けなくなった。"
108,"2025年10月20日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2018/01","ABA-DG17W","スクラム","38,000 Km","R06A","エンジン","","エンジンから異音が出るようになった。整備工場で確認したところ、コンロッドにオイルジェットが無い事で焼き付きを起こしたのではないかと診断された。"
109,"2025年10月20日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2013/04","QDF-KDH201K","レジアスエース","44,200 Km","1KD","排ｶﾞｽ･騒音","","燃料添加弁周辺に炭化物が堆積してＤＰＲ再生が終わらなくなる"
110,"2025年10月20日","北海道","ＨＰ","スバル","2019/03","SK9","フォレスター","49,500 Km","FB25","エンジン","２０２５年０９年２３日","走行中に「販売店で点検を受けてください」「ＥｙｅＳｉｇｈｔ」「エンジンシステム点検」「ＲＡＢシステム点検」などの警告が表示された。ディーラーで確認した結果サーモコントロールバルブの不具合と判った。"
111,"2025年10月20日","福岡県","ＨＰ","日野","2017/12","2KG-FD2ABA","日野レンジャー","571,652 Km","A05C","その他","２０２５年１０月１０日","エアコンプレッサーのエアチャージ時にエンジンから異音がする。エアコンプレッサーＡＳＳＹ脱着し点検したところ、エアコンプレッサー本体のタイミングギヤーの取付のナットが緩み、ギヤが外れ掛け振れて異音を発生させていると判った。"
112,"2025年10月20日","沖縄県","ＨＰ","トヨタ","2025/03","5BA-MXPC12G","シエンタ車いす仕様車","","M15A","車枠・車体","２０２５年９月","購入からわずか半年でショートスロープに錆が発生した。"
113,"2025年10月20日","三重県","ＨＰ","トヨタ","2018/12","DBA-NSP130","ヴィッツ","71,000 Km","1NR","エンジン","２０２５年１０月２０日","信号で停止し、発進しようとしたら、エンジンが掛らなかった。"
114,"2025年10月19日","滋賀県","ＨＰ","ホンダ","2020/02","6BA-JF3","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","64,000 Km","S07B","保安灯火","２０２５年９月","右後席のパワーウインドウを開けた際に窓ガラスが滑り落ちた。ガラスを閉めようとしたが、異音がして閉まらない。"
115,"2025年10月19日","島根県","ＨＰ","ホンダ","2021/03","6BA-JH3","Ｎ－ＷＧＮ","29,000 Km","S07B","電気装置","２０２５年９月","走行中、フロントガラス上部の、センシングカメラが落下した。メーターパネルに警告表示が点灯し、警告音が鳴った。"
116,"2025年10月19日","千葉県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","28,000 Km","MR20-SM24","燃料装置","２０２５年１０月１５日","インジェクターの不良により、常に車体が小刻みに揺れ、アイドリングストップ時にエンジン停止が起きたり、発進時に加速できなくなった。"
117,"2025年10月19日","愛知県","ＨＰ","日野","2020/10","2DG-FR1EHG","日野プロフィア","551,000 Km","E13C","走行装置","２０２５年１０月","タイヤ交換時、ハブボルトが３本痩せている事が確認され、交換を勧められた。"
118,"2025年10月19日","福岡県","ＨＰ","マツダ","2021/11","3DA-KF2P","ＣＸ－５","39,200 Km","SH","電気装置","２０２５年１０月","重大な故障とのエラーメッセージ、十数個のエラーコードが出てエンジンがかからず、ストップランプが点灯しないなどの不具合が起きた。ディーラーで調査し、ストップランプユニット及びエアバックコントロールユニットを交換したところ、多くのエラーコードは解消されたが、右リアシートベルトプリテンショナがロックしており、その故障コードが残ったままでエアバックランプが点灯（高速）しているため、追加で右リアシートベルト取替が必要となった。"
119,"2025年10月18日","神奈川県","ＨＰ","シトロエン","2018/01","ABA-B6HN01","Ｃ３","50,000 Km","HN01","制動装置","２０２５年１０月１２日　正午ごろ","時速４０～５０ｋｍで走行中、カーブにさしかかりブレーキをかけようとしたところ、ブレーキペダルが異常に重くなり踏み込めず、思いっきり踏み込みハンドブレーキを併用し緊急停止した。メーターパネルには警告ランプは点かず、警告音もなかった。"
120,"2025年10月18日","神奈川県","ＨＰ","シトロエン","2018/01","ABA-B6HN01","Ｃ３","50,000 Km","HN01","エンジン","","タイミングベルトが年数経過により劣化、剥がれたベルトの細かいゴミがオイルストレーナーおよびオイル回路に混入して各部に詰まりが起きた。"
121,"2025年10月18日","福岡県","ＨＰ","ニッサン","2018/11","DAA-GFC27","セレナ","35,000 Km","MR20-SM24","制動装置","２０２５年９月","エンジンをかけた際に、「システムが故障しているため使用できません」の警告灯が表示される。ＡＢＳチェックランプとＶＳＣチェックランプが点灯した。ディーラーでＶＤＣ／ＴＣＳ／ＡＢＳアクチュエーターの交換が提案された。"
122,"2025年10月18日","京都府","ＨＰ","ニッサン","2018/01","DAA-GFC27","セレナ","84,897 Km","MR20-SM24","制動装置","２０２５年１０月５日","一般道を走行中モニター画面に「システムが故障しているため使用できません」との表示がされ警告灯が点灯しＡＢＳエラー、ふらつき防止エラーの警告灯の点灯及びプロパイロット機能が使用できなくなった。"
123,"2025年10月18日","静岡県","ＨＰ","マツダ","2020/01","5BA-BPFP","ＭＡＺＤＡ３","99,146 Km","PE","かじ取り","２０２５年１０月６日","駐車場でエンジンを始動したところ、「パワーステアリング異常」の警告が表示され、パワーステアリングが機能しなくなった。"
124,"2025年10月17日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/05","DBA-M900A","ルーミー","41,700 Km","1KR","保安灯火","","助手席の窓ガラスが白濁した。"
125,"2025年10月17日","宮崎県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2021/07","2KG-FK62F","ふそうファイター","3,600 Km","6M60","排ｶﾞｽ･騒音","","アドブルータンクの鉄製ブラケットが磁力を持ってしまう事でレベルセンサーが誤作動し、液量が満タンなのに空と認識され、エンジンが始動できなくなる。"
126,"2025年10月17日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2015/07","DBA-L150S","ムーヴ","71,000 Km","EF","その他","１週間前から","エアコンのドレーンホースがＡＴのオイルクーラーに引っかかった状態で取り付けられていたため、オイルクーラー油圧ホースのバンドが錆びていた。"
127,"2025年10月17日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2023/10","6AA-GFC28","セレナ","","HR14-EM57","保安灯火","","バックに入れた際、バックモニターに切り替わらない、ブラックアウトする症状が頻発している。販売店に報告を入れると、アップデート対応をされるのだが、３回アップデートを受けていても再発している。"
128,"2025年10月17日","埼玉県","ＨＰ","ホンダ","2015/06","DBA-JF1","Ｎ－ＢＯＸ","85,000 Km","S07A","エンジン","９月１５日から１０月７日までに３回","信号で停止、アイドルストップでエンジン停止後、再始動せず発進出来ない、スタートボタンを押してもセルが回らずエンジンが始動しない。"
129,"2025年10月17日","鹿児島県","ＨＰ","ホンダ","2023/02","6AA-GR3","フィット","24,000 Km","LEB-H5","乗車装置","","２４０００ｋｍ程度しか乗っていないのに　シートの合成皮革のドア側の面が２箇所切れてしまった。"
